Date,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Total_Sales,Customer_ID,First_Name,Last_Name,Payment_Type
2023-03-27,Kef-914244,Makeup Kit,Health & Beauty,45.63,8,365.04,CUST-132004,Wendy,Ryan,Cash
2022-07-23,mca-193764,Camera,Electronics,1057.66,2,2115.32,CUST-734691,Luis,Williams,Debit Card
2022-05-19,mpz-095458,Blanket,Home & Garden,24.59,5,122.95,CUST-128812,Aaron,Webster,Credit Card
2023-02-01,nHH-399246,Shampoo,Health & Beauty,29.61,8,236.88,CUST-988935,Michelle,Miller,Debit Card
2023-06-17,haN-621921,Headphones,Electronics,290.9,3,872.7,CUST-123445,Donald,Arnold,Cash
2022-09-03,Axx-245911,Chair,Home & Garden,147.97,3,443.91,CUST-818515,James,Taylor,Debit Card
2023-07-25,jNf-202347,Sneakers,Clothing,206.67,8,1653.36,CUST-277782,Benjamin,Spence,Credit Card
2023-01-23,Okz-094996,Smartphone,Electronics,765.95,6,4595.7,CUST-541306,Christy,Walker,Cash
2023-02-16,FLL-872098,Novel,Books,23.28,9,209.52,CUST-029315,Jose,Griffin,Debit Card
2024-01-03,Dzn-721060,Jeans,Clothing,56.7,4,226.8,CUST-175965,Morgan,Moody,Debit Card
2022-12-29,mEZ-295006,T-shirt,Clothing,37.34,1,37.34,CUST-476261,Justin,Olson,Credit Card
2022-05-22,ndY-789010,Headphones,Electronics,147.77,6,886.62,CUST-796866,Lori,Santiago,Debit Card
2023-02-08,IpZ-367710,Sneakers,Clothing,292.73,4,1170.92,CUST-735240,Courtney,Lee,Credit Card
2023-05-28,vHn-616821,Board Game,Toys & Games,53.01,5,265.05,CUST-840869,Gina,Wagner,Credit Card
2023-03-05,wEv-924543,Smartphone,Electronics,477.5,5,2387.5,CUST-474608,Daryl,Middleton,Cash
2022-11-07,eXK-786681,Perfume,Health & Beauty,31.73,9,285.57,CUST-856307,Anna,Baker,Cash
2024-02-02,FtU-157741,Cushion,Home & Garden,23.49,1,23.49,CUST-671660,Wesley,Patrick,Debit Card
2023-05-05,ulw-013286,Laptop,Electronics,1166.2,9,10495.8,CUST-307123,Candace,Sanchez,Online Payment
2022-10-03,LLR-504173,Laptop,Electronics,1517.43,8,12139.44,CUST-076451,Kyle,Thomas,Cash
2023-08-03,tHk-802773,Chair,Home & Garden,50.09,7,350.63,CUST-714189,Caleb,Jacobs,Online Payment
2022-03-31,acM-039640,Novel,Books,18.06,7,126.42,CUST-661866,Richard,Andrade,Online Payment
2023-01-15,XBI-510893,Puzzle,Toys & Games,45.66,4,182.64,CUST-877164,Colton,Dennis,Debit Card
2022-07-02,wLf-947538,Blanket,Home & Garden,42.56,2,85.12,CUST-938510,Nicole,Harris,Credit Card
2022-11-28,fkp-447789,Novel,Books,14.71,5,73.55,CUST-546358,Nancy,Haley,Cash
2023-01-28,tih-170893,Perfume,Health & Beauty,145.01,5,725.05,CUST-992746,Aaron,Hernandez,Online Payment
2023-01-01,zWX-765931,Sneakers,Clothing,172.62,3,517.86,CUST-717783,Melanie,Hurley,Online Payment
2023-12-26,VuI-335160,Makeup Kit,Health & Beauty,37.56,2,75.12,CUST-437372,James,Horton,Debit Card
2024-03-08,zCh-199348,Science Fiction,Books,21.24,4,84.96,CUST-264938,Larry,Sweeney,Cash
2023-09-07,rAT-878994,Puzzle,Toys & Games,7.74,6,46.44,CUST-739197,Michael,Ruiz,Credit Card
2022-11-05,uUX-293805,Dress,Clothing,91.81,1,91.81,CUST-421314,Michael,Mercer,Online Payment
2022-05-21,MMX-301232,T-shirt,Clothing,14.3,8,114.4,CUST-412924,Greg,Munoz,Debit Card
2024-02-02,njf-042480,Sneakers,Clothing,209.39,8,1675.12,CUST-330904,James,Hawkins,Credit Card
2023-09-16,ybE-348228,Science Fiction,Books,10.33,6,61.98,CUST-565799,John,Thomas,Credit Card
2023-01-09,CMX-118643,Chair,Home & Garden,67.39,3,202.17,CUST-710557,Joshua,Mcdonald,Cash
2022-07-07,PJB-494379,Perfume,Health & Beauty,66.76,5,333.8,CUST-758802,Jimmy,Whitehead,Online Payment
2023-05-14,RSc-659347,Science Fiction,Books,25.22,8,201.76,CUST-839417,Heather,Harris,Debit Card
2022-06-01,acJ-550178,Chair,Home & Garden,106.84,5,534.2,CUST-198596,Natasha,Richard,Debit Card
2022-10-09,EFO-202687,Headphones,Electronics,121.96,5,609.8,CUST-127910,Colleen,Everett,Credit Card
2023-08-02,xZf-566557,Dress,Clothing,174.93,6,1049.58,CUST-042849,Michael,Turner,Cash
2022-09-18,UtA-135650,Video Game,Toys & Games,57.52,8,460.16,CUST-976791,Ronald,Pham,Online Payment
2024-03-17,Ofc-818714,Video Game,Toys & Games,50.91,2,101.82,CUST-852190,Jamie,Blair,Credit Card
2023-01-12,wpE-521469,Biography,Books,25.98,9,233.82,CUST-449371,William,Tate,Online Payment
2022-05-26,JfQ-199664,Perfume,Health & Beauty,41.67,5,208.35,CUST-725968,Garrett,Barnett,Online Payment
2023-01-18,CXX-672828,Headphones,Electronics,250.89,4,1003.56,CUST-591194,Mary,Johnson,Cash
2023-03-23,Oln-620783,Headphones,Electronics,208.16,9,1873.44,CUST-619811,Amber,Goodman,Cash
2022-03-26,Ewq-648661,Camera,Electronics,482.12,7,3374.84,CUST-850853,Steven,Miller,Cash
2023-07-29,hsW-631024,Novel,Books,26.49,7,185.43,CUST-118630,Veronica,Martinez,Credit Card
2023-01-13,dwV-020920,Dress,Clothing,170.38,5,851.9,CUST-694189,Stephanie,White,Online Payment
2023-03-19,DIy-999322,Action Figure,Toys & Games,66.41,9,597.69,CUST-833248,Angela,Stephens,Online Payment
2023-10-12,dqq-210839,Action Figure,Toys & Games,39.7,9,357.3,CUST-853420,Ryan,Curry,Cash
2022-06-17,iyJ-682477,Sneakers,Clothing,58.94,5,294.7,CUST-429131,John,Leach,Online Payment
2023-11-09,RpR-760789,Puzzle,Toys & Games,37.1,3,111.3,CUST-581769,Billy,Vasquez,Debit Card
2022-07-23,NCj-622154,Sneakers,Clothing,235.59,7,1649.13,CUST-053984,Scott,Johnson,Credit Card
2023-12-17,PHf-950848,Dress,Clothing,147.53,5,737.65,CUST-402906,Ronald,Hooper,Cash
2022-09-09,zyi-642553,T-shirt,Clothing,11.67,1,11.67,CUST-959548,Kevin,Knight,Cash
2024-03-09,pUX-467321,Puzzle,Toys & Games,42.85,5,214.25,CUST-888359,Shawn,Hart,Debit Card
2022-10-30,Iwz-994537,Jeans,Clothing,72.64,6,435.84,CUST-539771,Angela,Mcdaniel,Credit Card
2023-10-29,gde-379883,Shampoo,Health & Beauty,37.81,8,302.48,CUST-678929,Madeline,Rice,Debit Card
2023-03-07,Bzv-060977,Dress,Clothing,132.9,6,797.4,CUST-055057,Stanley,Thomas,Debit Card
2023-07-30,OYM-108198,Sneakers,Clothing,101.23,3,303.69,CUST-193098,Brian,Erickson,Cash
2023-07-05,Nlk-573977,Skin Cream,Health & Beauty,19.46,7,136.22,CUST-656619,Kelsey,Smith,Debit Card
2023-08-29,KtF-967505,Shampoo,Health & Beauty,26.59,7,186.13,CUST-653442,Dustin,Price,Credit Card
2023-07-12,UqU-652170,Laptop,Electronics,956.78,9,8611.02,CUST-628127,Katelyn,Miller,Debit Card
2022-04-25,gjS-060766,Skin Cream,Health & Beauty,10.06,8,80.48,CUST-257377,Phillip,Edwards,Credit Card
2023-09-28,yot-351723,Science Fiction,Books,26.89,3,80.67,CUST-429692,Mary,Terry,Credit Card
2023-05-13,nHw-814167,History,Books,21.02,8,168.16,CUST-431260,James,Scott,Online Payment
2023-06-26,xRr-945997,Action Figure,Toys & Games,50.77,8,406.16,CUST-836306,Michelle,Harrell,Cash
2024-01-11,DIZ-930121,Smartphone,Electronics,795.36,2,1590.72,CUST-263551,Steven,Campbell,Credit Card
2023-11-07,ovg-328131,Board Game,Toys & Games,29.3,1,29.3,CUST-181742,Don,Hanna,Debit Card
2022-04-06,cfN-020940,Board Game,Toys & Games,44.68,2,89.36,CUST-304242,Angela,Buck,Online Payment
2023-02-28,Frw-890022,Makeup Kit,Health & Beauty,58.23,9,524.07,CUST-716644,Christopher,Smith,Online Payment
2022-08-20,sMa-960460,Headphones,Electronics,81.78,1,81.78,CUST-176004,Larry,Price,Credit Card
2022-04-20,yba-679988,Camera,Electronics,758.9,5,3794.5,CUST-685259,David,Flores,Cash
2023-11-03,soS-972327,Makeup Kit,Health & Beauty,78.07,1,78.07,CUST-283968,Sabrina,Wilson,Debit Card
2023-10-11,TXp-351598,Smartphone,Electronics,840.65,3,2521.95,CUST-275708,Lauren,Duran,Cash
2023-02-20,faB-592787,Cushion,Home & Garden,17.44,1,17.44,CUST-740267,David,Holt,Online Payment
2022-08-02,YxO-466117,Jeans,Clothing,75.12,8,600.96,CUST-661141,Ashley,Mcgee,Cash
2023-06-09,wOu-721176,Smartphone,Electronics,512.5,9,4612.5,CUST-191801,Nicole,Doyle,Credit Card
2023-02-06,PiX-332606,Biography,Books,21.66,7,151.62,CUST-069658,James,Yu,Credit Card
2023-01-01,Wfp-512063,Headphones,Electronics,272.06,1,272.06,CUST-749289,Dean,Holmes,Cash
2023-03-14,vmd-236903,Makeup Kit,Health & Beauty,73.9,3,221.7,CUST-982110,Lauren,Haney,Cash
2023-10-10,RkK-202819,Cushion,Home & Garden,10.2,4,40.8,CUST-245048,Rickey,Benson,Credit Card
2024-01-08,cEH-592193,Novel,Books,12.51,9,112.59,CUST-548740,Manuel,Gonzalez,Cash
2024-02-02,HkV-366955,Novel,Books,11.05,3,33.15,CUST-139770,Stephen,Fuller,Cash
2023-03-12,fZi-833733,Headphones,Electronics,122.89,1,122.89,CUST-313252,Elizabeth,Smith,Online Payment
2024-02-04,GLg-923905,Blanket,Home & Garden,67.22,1,67.22,CUST-400698,Anthony,Anderson,Credit Card
2023-10-25,mts-096464,Science Fiction,Books,29.64,1,29.64,CUST-739399,Evelyn,Kramer,Credit Card
2022-10-02,CyJ-231541,Lamp,Home & Garden,35.6,9,320.4,CUST-165348,Derek,Perkins,Online Payment
2023-10-29,YOA-986683,Smartphone,Electronics,391.84,1,391.84,CUST-149771,Matthew,Rogers,Online Payment
2024-01-19,swV-299300,Lamp,Home & Garden,60.83,6,364.98,CUST-908816,Cassandra,Johnson,Credit Card
2023-02-14,rhG-646589,Novel,Books,22.98,6,137.88,CUST-594722,Tyler,Fox,Debit Card
2022-12-17,ZYF-601556,Camera,Electronics,780.89,5,3904.45,CUST-000455,Karen,Ellis,Cash
2024-03-15,obW-283782,Puzzle,Toys & Games,44.87,8,358.96,CUST-097274,Olivia,Espinoza,Credit Card
2024-03-02,vke-378593,Blanket,Home & Garden,88.67,8,709.36,CUST-517741,Deanna,Morgan,Credit Card
2023-01-27,uaM-693233,Smartphone,Electronics,404.41,1,404.41,CUST-467867,Joan,Watkins,Debit Card
2023-10-30,gJe-195869,Sneakers,Clothing,187.54,8,1500.32,CUST-007683,Lisa,Mccullough,Debit Card
2023-09-06,hOw-357131,Perfume,Health & Beauty,105.22,1,105.22,CUST-377399,Arthur,Cook,Online Payment
2023-05-19,wKp-958532,Chair,Home & Garden,133.43,4,533.72,CUST-551563,John,Jordan,Online Payment
2022-10-13,uhC-191011,Makeup Kit,Health & Beauty,87.18,4,348.72,CUST-923845,Billy,Dunn,Debit Card
2022-07-03,Ana-525732,Jeans,Clothing,39.16,9,352.44,CUST-266513,Matthew,Krause,Debit Card
2022-11-03,JnM-670197,History,Books,40.67,7,284.69,CUST-649115,Duane,Carroll,Cash
2022-05-24,AUG-119582,Shampoo,Health & Beauty,11.33,6,67.98,CUST-413548,Gabriel,George,Credit Card
2023-06-02,Wip-703883,T-shirt,Clothing,22.28,2,44.56,CUST-805051,Bethany,Hansen,Credit Card
2023-12-30,jPF-705032,Smartphone,Electronics,607.17,6,3643.02,CUST-432204,John,Walton,Cash
2022-06-10,iTB-005370,Jeans,Clothing,50.69,9,456.21,CUST-128482,Shawn,Holmes,Cash
2023-07-14,COm-182259,Camera,Electronics,866.76,9,7800.84,CUST-141397,Austin,Petersen,Cash
2023-02-06,KhV-743246,Makeup Kit,Health & Beauty,80.8,9,727.2,CUST-309129,Jessica,Harrison,Debit Card
2022-10-01,vbO-287649,Lamp,Home & Garden,51.81,3,155.43,CUST-576351,Jack,Baker,Online Payment
2023-11-20,PAb-630311,Lamp,Home & Garden,108.62,3,325.86,CUST-170121,Olivia,Hart,Debit Card
2022-09-07,sFP-501610,Video Game,Toys & Games,58.1,1,58.1,CUST-434937,Sally,Hinton,Credit Card
2023-10-05,acQ-863467,Headphones,Electronics,284.98,9,2564.82,CUST-827874,Jason,Elliott,Cash
2022-05-17,Hoj-861709,Chair,Home & Garden,88.17,6,529.02,CUST-410580,Nathan,Smith,Online Payment
2023-08-07,IKZ-021234,Sneakers,Clothing,274.85,1,274.85,CUST-287645,Kim,Fisher,Debit Card
2023-06-20,kNO-013867,History,Books,22.34,1,22.34,CUST-642866,Eric,Watson,Cash
2022-06-07,dLw-177177,Laptop,Electronics,1076.6,7,7536.2,CUST-965017,Dustin,Baker,Cash
2023-10-27,QiC-500947,Dress,Clothing,41.3,1,41.3,CUST-631744,Jessica,Romero,Cash
2023-10-30,hZN-857181,Cushion,Home & Garden,45.16,8,361.28,CUST-518137,Noah,Robertson,Cash
2024-01-03,gTp-783060,Lamp,Home & Garden,63.06,6,378.36,CUST-415533,Erica,Jones,Debit Card
2022-06-26,tqr-676456,Lamp,Home & Garden,56.38,8,451.04,CUST-081032,Kayla,Barry,Online Payment
2024-02-09,syP-357126,Camera,Electronics,465.41,7,3257.87,CUST-048535,Patrick,Davis,Credit Card
2023-03-03,LpK-726788,Lamp,Home & Garden,36.56,1,36.56,CUST-766665,Daniel,Phelps,Debit Card
2023-06-18,mDY-129280,Laptop,Electronics,1212.06,1,1212.06,CUST-028508,Heidi,Wilson,Debit Card
2023-02-23,uWM-963662,Science Fiction,Books,21.55,6,129.3,CUST-777230,Melissa,Collins,Credit Card
2023-02-14,qRm-106544,Shampoo,Health & Beauty,29.55,7,206.85,CUST-290567,Michelle,Foster,Online Payment
2022-05-03,kNU-118097,Board Game,Toys & Games,42.96,9,386.64,CUST-277576,Annette,Hamilton,Cash
2024-01-24,Sjw-047933,Laptop,Electronics,1134.17,1,1134.17,CUST-519089,William,Snyder,Online Payment
2023-05-06,MuL-451489,Video Game,Toys & Games,51.22,6,307.32,CUST-120836,Haley,Lopez,Credit Card
2024-02-09,Vuz-808337,Skin Cream,Health & Beauty,17.55,7,122.85,CUST-295261,Autumn,Stephenson,Online Payment
2022-08-09,PuA-535910,Puzzle,Toys & Games,23.55,6,141.3,CUST-333075,Lori,Mitchell,Debit Card
2023-11-29,HrP-280855,Shampoo,Health & Beauty,26.74,5,133.7,CUST-991368,Samantha,Rivera,Cash
2023-06-19,SLf-888137,Science Fiction,Books,16.95,7,118.65,CUST-679305,Donna,Sullivan,Cash
2022-12-19,Csi-468221,Puzzle,Toys & Games,14.64,8,117.12,CUST-519908,Joe,Chapman,Cash
2022-04-02,pOz-764042,Video Game,Toys & Games,50.25,5,251.25,CUST-996917,Michael,Walton,Debit Card
2023-08-06,qWo-782144,Science Fiction,Books,26.1,1,26.1,CUST-569232,Jerry,Walker,Cash
2023-01-02,XNY-231733,Novel,Books,10.11,1,10.11,CUST-660231,Mikayla,Ramos,Online Payment
2023-02-24,Tqt-518067,Chair,Home & Garden,34.28,4,137.12,CUST-555905,Christopher,Waters,Cash
2023-10-15,NYI-637382,Headphones,Electronics,177.46,2,354.92,CUST-021074,Jesse,Harris,Credit Card
2022-09-17,ulR-133019,Makeup Kit,Health & Beauty,70.71,3,212.13,CUST-143190,Justin,Robinson,Online Payment
2022-05-27,QOt-144185,Action Figure,Toys & Games,70.8,8,566.4,CUST-514749,Felicia,Greene,Cash
2022-04-08,jVH-953311,Science Fiction,Books,21.62,6,129.72,CUST-555566,Brian,Green,Cash
2023-11-05,Izk-516872,Biography,Books,34.41,8,275.28,CUST-117336,Madison,Fry,Cash
2023-12-17,EUq-467526,History,Books,28.47,7,199.29,CUST-295043,Ronnie,Reynolds,Cash
2023-08-15,EvB-732189,Biography,Books,17.13,1,17.13,CUST-905616,Kathleen,Rivera,Debit Card
2023-08-02,ZAz-225255,Cushion,Home & Garden,39.14,7,273.98,CUST-142124,Rachel,Brown,Online Payment
2022-08-14,qRk-553250,Video Game,Toys & Games,55.89,4,223.56,CUST-639889,Rebecca,Garcia,Debit Card
2023-07-01,shF-202439,History,Books,31.33,8,250.64,CUST-878538,Kenneth,Anderson,Credit Card
2023-01-25,TxM-361849,Blanket,Home & Garden,75.44,8,603.52,CUST-912424,Adam,Carney,Debit Card
2024-02-29,bLD-324439,Cushion,Home & Garden,19.66,2,39.32,CUST-247396,Rebecca,Munoz,Credit Card
2023-08-04,EyD-340692,Board Game,Toys & Games,39.64,9,356.76,CUST-806659,Travis,Gibson,Credit Card
2023-02-06,erO-441259,Smartphone,Electronics,253.98,3,761.94,CUST-703343,Dana,Perry,Cash
2023-11-05,lBd-084241,Smartphone,Electronics,437.88,1,437.88,CUST-624784,Jessica,Meyer,Debit Card
2023-07-03,OeY-468383,Novel,Books,24.48,1,24.48,CUST-912684,Jimmy,Hayes,Debit Card
2022-12-17,FAs-014161,Biography,Books,25.02,4,100.08,CUST-657330,Martin,Solis,Credit Card
2023-03-30,qFD-621164,T-shirt,Clothing,13.8,8,110.4,CUST-188600,Joshua,Morgan,Cash
2023-08-31,rCV-033449,History,Books,47.2,5,236.0,CUST-828699,Courtney,Bishop,Debit Card
2022-05-09,Ykv-825670,Skin Cream,Health & Beauty,12.29,8,98.32,CUST-465670,Alexander,Jones,Debit Card
2024-02-08,MGF-713812,T-shirt,Clothing,12.61,5,63.05,CUST-892753,Brian,Neal,Credit Card
2023-07-26,dYX-501270,Perfume,Health & Beauty,46.52,7,325.64,CUST-147384,Michael,Foley,Cash
2023-11-15,RXo-984736,Makeup Kit,Health & Beauty,29.79,7,208.53,CUST-820562,Ann,Rice,Online Payment
2023-05-17,HMV-930431,Headphones,Electronics,115.38,2,230.76,CUST-191524,Amy,Bautista,Credit Card
2022-05-11,eVj-401966,Camera,Electronics,801.86,2,1603.72,CUST-416883,Valerie,Sims,Debit Card
2023-12-16,Ejb-014422,Board Game,Toys & Games,27.21,5,136.05,CUST-732944,Xavier,Mendez,Online Payment
2023-12-11,lOm-655289,Makeup Kit,Health & Beauty,24.88,5,124.4,CUST-754291,Bryan,Baxter,Cash
2023-01-01,Nmn-835967,Shampoo,Health & Beauty,17.59,3,52.77,CUST-022947,Brett,Davidson,Credit Card
2022-05-11,YTj-310194,Camera,Electronics,431.88,9,3886.92,CUST-295173,Derrick,Shaw,Debit Card
2022-11-27,sXY-029905,Novel,Books,27.11,6,162.66,CUST-290693,Kathleen,Bray,Credit Card
2023-04-19,Bfx-002593,Novel,Books,12.34,6,74.04,CUST-035089,Gary,Hayes,Online Payment
2023-05-19,Yzq-549589,History,Books,40.79,5,203.95,CUST-441335,Michelle,Allen,Cash
2023-10-23,eaX-795838,Headphones,Electronics,100.54,3,301.62,CUST-837615,Madison,Sullivan,Online Payment
2023-03-10,RGD-632448,Cushion,Home & Garden,39.68,1,39.68,CUST-044820,Gregory,Clayton,Credit Card
2023-01-12,eBl-490966,Shampoo,Health & Beauty,11.06,6,66.36,CUST-089306,Krista,Nguyen,Online Payment
2023-04-06,pFS-654171,Perfume,Health & Beauty,103.36,9,930.24,CUST-560892,Francisco,Murillo,Debit Card
2022-06-15,fba-249494,Laptop,Electronics,847.74,5,4238.7,CUST-759247,Thomas,Wood,Cash
2023-01-10,bbB-337628,Skin Cream,Health & Beauty,37.39,6,224.34,CUST-638563,Rachel,Hammond,Cash
2022-10-18,tNf-672400,Video Game,Toys & Games,51.45,1,51.45,CUST-230860,Samuel,Morales,Credit Card
2023-12-10,Epi-139530,Cushion,Home & Garden,25.93,4,103.72,CUST-149069,Cameron,Cooper,Debit Card
2023-11-22,wYE-585596,Skin Cream,Health & Beauty,25.93,2,51.86,CUST-526906,Jared,Harris,Credit Card
2023-01-15,ZkB-177614,Chair,Home & Garden,80.73,2,161.46,CUST-792680,Tiffany,Moon,Credit Card
2023-07-03,Qym-685338,Smartphone,Electronics,409.11,6,2454.66,CUST-514631,Brian,Sanchez,Cash
2022-07-07,Awb-324408,Camera,Electronics,1439.44,4,5757.76,CUST-889932,Tracy,Hamilton,Debit Card
2022-05-22,mjU-367613,Makeup Kit,Health & Beauty,77.83,9,700.47,CUST-446661,Danielle,Jones,Credit Card
2023-11-24,qML-102430,Dress,Clothing,174.72,4,698.88,CUST-736347,Matthew,Montes,Online Payment
2024-01-04,uXy-788086,Chair,Home & Garden,163.41,4,653.64,CUST-253578,Richard,White,Credit Card
2023-09-08,wdP-790787,Laptop,Electronics,1016.47,7,7115.29,CUST-824503,Heidi,York,Credit Card
2022-08-26,hEJ-161580,Novel,Books,26.78,5,133.9,CUST-180802,Raymond,Hayes,Cash
2022-08-31,CNG-647975,Camera,Electronics,609.63,5,3048.15,CUST-569927,Jennifer,Williams,Cash
2024-01-10,vJu-385570,Sneakers,Clothing,151.93,8,1215.44,CUST-343471,Diane,Watson,Debit Card
2022-10-02,boe-522706,Dress,Clothing,87.91,8,703.28,CUST-252106,Kristina,Walker,Debit Card
2023-03-13,FFE-986159,Perfume,Health & Beauty,191.93,9,1727.37,CUST-163626,Michelle,Price,Credit Card
2022-12-22,omm-306499,History,Books,21.1,9,189.9,CUST-667126,Jonathan,Wagner,Cash
2024-02-09,eoI-147910,Cushion,Home & Garden,35.13,1,35.13,CUST-823672,Debbie,Vaughn,Cash
2022-11-13,BmO-174182,Sneakers,Clothing,197.27,6,1183.62,CUST-032337,Carlos,Hall,Online Payment
2022-10-09,CCj-098438,Camera,Electronics,1134.72,9,10212.48,CUST-074586,Richard,Johnston,Debit Card
2023-04-16,QLt-749805,Blanket,Home & Garden,38.2,6,229.2,CUST-766028,Richard,Valdez,Credit Card
2023-12-31,BiJ-073078,Novel,Books,10.19,2,20.38,CUST-307575,Victoria,James,Credit Card
2022-12-18,Jag-966328,Dress,Clothing,116.66,1,116.66,CUST-338917,Adam,Howard,Debit Card
2022-08-12,iVk-808014,Blanket,Home & Garden,27.55,1,27.55,CUST-028246,Shane,Rodriguez,Credit Card
2022-12-12,MeG-666230,Jeans,Clothing,63.31,1,63.31,CUST-491307,Catherine,Mcdaniel,Online Payment
2023-08-01,KxT-954221,Smartphone,Electronics,674.59,7,4722.13,CUST-299249,John,Dickson,Credit Card
2022-12-24,Tnc-053249,Camera,Electronics,686.84,5,3434.2,CUST-369468,Anthony,Moran,Credit Card
2022-07-13,wlM-500031,History,Books,40.5,8,324.0,CUST-342873,Ryan,Brooks,Online Payment
2024-01-26,HPj-902389,Shampoo,Health & Beauty,47.52,5,237.6,CUST-146388,Bonnie,Hill,Cash
2022-06-06,RGR-939070,Camera,Electronics,623.52,3,1870.56,CUST-415240,Christopher,Rodriguez,Credit Card
2023-07-18,cIX-294760,Board Game,Toys & Games,22.85,8,182.8,CUST-823379,Lisa,Rojas,Debit Card
2023-08-21,gcV-637388,Chair,Home & Garden,147.19,2,294.38,CUST-754050,Holly,Bates,Online Payment
2023-02-24,kwc-556529,Shampoo,Health & Beauty,7.42,7,51.94,CUST-250705,Denise,Campos,Online Payment
2022-07-11,uME-127276,Perfume,Health & Beauty,181.23,4,724.92,CUST-037515,Craig,Chavez,Debit Card
2022-06-21,ZlT-896116,Blanket,Home & Garden,72.11,3,216.33,CUST-291494,William,Lane,Debit Card
2023-01-08,CGG-290896,Shampoo,Health & Beauty,28.36,7,198.52,CUST-102394,Manuel,Ward,Debit Card
2024-03-19,vmV-415435,Video Game,Toys & Games,58.35,4,233.4,CUST-079625,Jamie,White,Cash
2023-05-27,UgI-075936,Perfume,Health & Beauty,53.65,5,268.25,CUST-756953,Andre,Moore,Credit Card
2023-06-27,oWd-622320,Shampoo,Health & Beauty,25.69,6,154.14,CUST-039170,James,Costa,Debit Card
2023-03-30,YLb-864175,Novel,Books,17.1,1,17.1,CUST-794192,Danielle,Acevedo,Debit Card
2023-08-29,jnD-499825,Jeans,Clothing,40.96,2,81.92,CUST-558816,Mark,Martin,Debit Card
2023-03-29,aYl-781207,Biography,Books,17.21,7,120.47,CUST-108034,Brenda,Baker,Credit Card
2023-12-01,ZFs-047939,Puzzle,Toys & Games,24.42,5,122.1,CUST-662329,Rick,Graham,Debit Card
2022-05-11,zwm-526130,Shampoo,Health & Beauty,39.2,6,235.2,CUST-416424,Timothy,Watts,Credit Card
2022-08-05,pYR-713229,Cushion,Home & Garden,41.48,2,82.96,CUST-718142,Courtney,Marsh,Cash
2024-01-11,zZe-799848,Skin Cream,Health & Beauty,63.44,3,190.32,CUST-120866,Barry,Thompson,Credit Card
2023-12-27,XHI-170464,Blanket,Home & Garden,65.35,6,392.1,CUST-517951,Amanda,Smith,Credit Card
2023-05-15,ony-723874,Makeup Kit,Health & Beauty,76.93,3,230.79,CUST-548244,Jacob,Burgess,Online Payment
2024-01-27,ggD-065314,Sneakers,Clothing,195.05,1,195.05,CUST-850180,Stanley,Ray,Debit Card
2023-06-07,rVq-183253,Shampoo,Health & Beauty,20.27,4,81.08,CUST-414016,Jessica,Bailey,Credit Card
2023-04-24,qyS-895632,Sneakers,Clothing,181.94,9,1637.46,CUST-290859,Elizabeth,Smith,Cash
2022-04-22,Twe-470687,Video Game,Toys & Games,56.44,3,169.32,CUST-564314,Felicia,Compton,Debit Card
2023-10-08,mFz-407070,Laptop,Electronics,784.05,3,2352.15,CUST-059084,Kimberly,Richard,Cash
